Date,AirCraft_Type,AirCraft_Regn,AirCraft_FltNo,From,To,Total_Payload_kg,Distance_Flown_km,Hours_Flown
7/12/2022,C208,5Y-NLD,MAF 5,JUBA,MARIDI,872,239,1
7/12/2022,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1013,239,0.9
7/12/2022,C208,5Y-NLD,MAF 5,JUBA,KAPOETA,910,220,1
7/12/2022,C208,5Y-NLD,MAF 5,KAPOETA,JUBA,1041,220,0.9
7/14/2022,C208,5Y-NLD,MAF 5,JUBA,YAMBIO,858,352,1.4
7/14/2022,C208,5Y-NLD,MAF 5,YAMBIO,MARIDI,949,119,0.6
7/14/2022,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1137,239,1
7/15/2022,C208,5Y-NLD,MAF 5,JUBA,DORO,0,615,2.3
7/15/2022,C208,5Y-NLD,MAF 5,DORO,JUBA,208,615,2.3
7/18/2022,C208,5Y-NLD,MAF 5,JUBA,JUBA,846,128,0.5
7/18/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,838,120,0.6
7/18/2022,C208,5Y-NLD,MAF 5,TORIT,KAPOETA,936,119,0.6
7/18/2022,C208,5Y-NLD,MAF 5,KAPOETA,KIMATONG,1026,39,0.3
7/18/2022,C208,5Y-NLD,MAF 5,KIMATONG,KAPOETA,613,39,0.3
7/18/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1133,65,0.4
7/18/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,TORIT,1049,104,0.5
7/18/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1276,120,0.5
7/19/2022,C208,5Y-NLD,MAF 5,JUBA,MUNDRI,715,148,0.7
7/19/2022,C208,5Y-NLD,MAF 5,MUNDRI,TAMBURA,733,319,1.2
7/19/2022,C208,5Y-NLD,MAF 5,TAMBURA,MARIDI,866,232,0.9
7/19/2022,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1149,239,1
7/20/2022,C208,5Y-NLD,MAF 5,JUBA,YEI,951,126,0.6
7/20/2022,C208,5Y-NLD,MAF 5,YEI,KAJO KAJI,1033,107,0.5
7/20/2022,C208,5Y-NLD,MAF 5,KAJO KAJI,JUBA,805,113,0.6
7/20/2022,C208,5Y-NLD,MAF 5,JUBA,YEI,975,126,0.6
7/20/2022,C208,5Y-NLD,MAF 5,YEI,JUBA,1073,126,0.5
7/21/2022,C208,5Y-NLD,MAF 5,JUBA,TAMBURA,719,463,1.8
7/21/2022,C208,5Y-NLD,MAF 5,TAMBURA,MUNDRI,839,319,1.3
7/21/2022,C208,5Y-NLD,MAF 5,MUNDRI,JUBA,1072,148,0.7
7/22/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,898,120,0.5
7/22/2022,C208,5Y-NLD,MAF 5,TORIT,KIMATONG,976,80,0.4
7/22/2022,C208,5Y-NLD,MAF 5,KIMATONG,CHUKUDUM,564,61,0.3
7/22/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,KAPOETA,931,65,0.3
7/22/2022,C208,5Y-NLD,MAF 5,KAPOETA,JUBA,1131,220,0.9
7/25/2022,C208,5Y-NLD,MAF 5,JUBA,YAMBIO,907,352,1.3
7/25/2022,C208,5Y-NLD,MAF 5,YAMBIO,JUBA,996,352,1.6
7/26/2022,C208,5Y-NLD,MAF 5,JUBA,MARIDI,792,239,1
7/26/2022,C208,5Y-NLD,MAF 5,MARIDI,YAMBIO,932,119,0.6
7/26/2022,C208,5Y-NLD,MAF 5,YAMBIO,JUBA,901,352,1.4
7/27/2022,C208,5Y-NLD,MAF 5,JUBA,MVOLO,934,224,1.1
7/27/2022,C208,5Y-NLD,MAF 5,MVOLO,TONJ,1066,196,0.9
7/27/2022,C208,5Y-NLD,MAF 5,TONJ,RUMBEK,1014,120,0.5
7/27/2022,C208,5Y-NLD,MAF 5,RUMBEK,JUBA,987,304,1.1
7/28/2022,C208,5Y-NLD,MAF 5,JUBA,JUBA,903,235,1.7
7/29/2022,C208,5Y-NLD,MAF 5,JUBA,YAMBIO,883,352,1.5
7/29/2022,C208,5Y-NLD,MAF 5,YAMBIO,JUBA,974,352,1.5
8/1/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,852,120,0.6
8/1/2022,C208,5Y-NLD,MAF 5,TORIT,CHUKUDUM,930,104,0.5
8/2/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,KAPOETA,851,65,0.3
8/2/2022,C208,5Y-NLD,MAF 5,KAPOETA,JUBA,1050,220,1
8/3/2022,C208,5Y-NLD,MAF 5,JUBA,ARUA,669,217,0.9
8/3/2022,C208,5Y-NLD,MAF 5,ARUA,ARUA,799,323,1.3
8/3/2022,C208,5Y-NLD,MAF 5,ARUA,JUBA,814,217,1
8/5/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,813,120,0.5
8/5/2022,C208,5Y-NLD,MAF 5,TORIT,LOKI,891,196,0.8
8/5/2022,C208,5Y-NLD,MAF 5,LOKI,KAPOETA,900,106,0.5
8/5/2022,C208,5Y-NLD,MAF 5,KAPOETA,TORIT,1082,119,0.5
8/5/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1160,120,0.6
8/8/2022,C208,5Y-NLD,MAF 5,JUBA,YEI,1084,126,0.6
8/8/2022,C208,5Y-NLD,MAF 5,YEI,JUBA,1166,126,0.5
8/9/2022,C208,5Y-NLD,MAF 5,JUBA,IBBA,942,270,1.1
8/9/2022,C208,5Y-NLD,MAF 5,IBBA,MARIDI,909,33,0.2
8/9/2022,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1132,239,1
8/10/2022,C208,5Y-NLD,MAF 5,JUBA,MVOLO,1110,224,1
8/10/2022,C208,5Y-NLD,MAF 5,MVOLO,RUMBEK,1243,91,0.4
8/10/2022,C208,5Y-NLD,MAF 5,RUMBEK,TONJ,974,120,0.6
8/10/2022,C208,5Y-NLD,MAF 5,TONJ,JUBA,884,419,1.5
8/11/2022,C208,5Y-NLD,MAF 5,JUBA,JUBA,852,472,1.9
8/17/2022,C208,5Y-NLD,MAF 5,JUBA,TONJ,975,419,1.7
8/17/2022,C208,5Y-NLD,MAF 5,TONJ,RUMBEK,1039,120,0.5
8/17/2022,C208,5Y-NLD,MAF 5,RUMBEK,YIROL,1180,98,0.5
8/17/2022,C208,5Y-NLD,MAF 5,YIROL,JUBA,1271,222,0.9
8/25/2022,C208,5Y-NLD,MAF 5,JUBA,YAMBIO,763,352,1.4
8/25/2022,C208,5Y-NLD,MAF 5,TAMBURA,JUBA,921,463,1.7
8/26/2022,C208,5Y-NLD,MAF 5,JUBA ,TORIT,634,120,0.6
8/26/2022,C208,5Y-NLD,MAF 5,TORIT,KAPOETA,713,119,0.6
8/26/2022,C208,5Y-NLD,MAF 5,KAPOETA,LOKI,791,106,0.5
8/26/2022,C208,5Y-NLD,MAF 5,LOKI,WILSON,981,685,2.4
8/29/2022,C208,5Y-NLD,MAF 5,WILSON,MOYALE,905,623,2.4
8/29/2022,C208,5Y-NLD,MAF 5,MOYALE,MARSABIT,1250,174,0.7
8/29/2022,C208,5Y-NLD,MAF 5,MARSABIT,LOGLOGO,1357,41,0.2
8/29/2022,C208,5Y-NLD,MAF 5,LOGLOGO,WILSON,1236,400,1.5
8/30/2022,C208,5Y-NLD,MAF 5,WILSON,LODWAR,707,522,1.9
8/31/2022,C208,5Y-NLD,MAF 5,LODWAR,LOGLOGO,999,285,1.2
8/31/2022,C208,5Y-NLD,MAF 5,LOGLOGO,WILSON,1167,400,1.7
9/2/2022,C208,5Y-NLD,MAF 5,WILSON,LOKICHOGGIO,661,685,2.5
9/2/2022,C208,5Y-NLD,MAF 5,LOKICHOGGIO,SESIA,883,490,1.9
9/2/2022,C208,5Y-NLD,MAF 5,SESIA,WILSON,949,259,1.1
9/5/2022,C208,5Y-NLD,MAF 5,WILSON,BURA,942,353,1.2
9/6/2022,C208,5Y-NLD,MAF 5,BURA,WILSON,1146,376,1.6
9/12/2022,C208,5Y-NLD,MAF 5,WILSON,SESIA,708,259,1
9/12/2022,C208,5Y-NLD,MAF 5,SESIA,KORR,650,139,0.6
9/12/2022,C208,5Y-NLD,MAF 5,KORR,KALACHA,489,126,0.5
9/12/2022,C208,5Y-NLD,MAF 5,KALACHA,MARSABIT,821,109,0.5
9/12/2022,C208,5Y-NLD,MAF 5,MARSABIT,WILSON,1104,448,1.5
9/16/2022,C208,5Y-NLD,MAF 5,WILSON,LOKICHOGGIO,844,685,2.5
9/16/2022,C208,5Y-NLD,MAF 5,LOKICHOGGIO,WILSON,1063,685,2.7
9/16/2022,C208,5Y-NLD,MAF 5,WILSON,WILSON,1045,102,0.4
9/19/2022,C208,5Y-NLD,MAF 5,WILSON,KALACHA,737,511,2
9/19/2022,C208,5Y-NLD,MAF 5,KALACHA,MARSABIT,815,109,0.5
9/19/2022,C208,5Y-NLD,MAF 5,MARSABIT,WILSON,1098,448,1.5
9/20/2022,C208,5Y-NLD,MAF 5,WILSON,ISIOLO,1007,216,0.9
9/20/2022,C208,5Y-NLD,MAF 5,ISIOLO,WILSON,1137,216,1
9/22/2022,C208,5Y-NLD,MAF 5,WILSON,ISIOLO,979,216,0.8
9/22/2022,C208,5Y-NLD,MAF 5,ISIOLO,WILSON,1105,216,1
9/26/2022,C208,5Y-NLD,MAF 5,WILSON,SESIA,731,253,1
9/26/2022,C208,5Y-NLD,MAF 5,SESIA,MARSABIT,672,196,0.8
9/26/2022,C208,5Y-NLD,MAF 5,MARSABIT,WILSON,1003,451,1.7
9/27/2022,C208,5Y-NLD,MAF 5,WILSON,BURA,808,353,1.4
9/27/2022,C208,5Y-NLD,MAF 5,BURA,LOGLOGO,1012,411,1.5
9/27/2022,C208,5Y-NLD,MAF 5,LOGLOGO,KARGI,929,69,0.3
9/29/2022,C208,5Y-NLD,MAF 5,KARGI,LODWAR,981,228,0.9
9/29/2022,C208,5Y-NLD,MAF 5,LODWAR,WILSON,1116,540,1.9
9/30/2022,C208,5Y-NLD,MAF 5,WILSON,LOKI,629,685,2.5
9/30/2022,C208,5Y-NLD,MAF 5,LOKI,KAPOETA,793,106,0.5
9/30/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,975,65,0.3
9/30/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,TORIT,874,104,0.4
9/30/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1095,120,0.5
10/1/2022,C208,5Y-NLD,MAF 5,JUBA,TONJ,865,419,1.5
10/1/2022,C208,5Y-NLD,MAF 5,TONJ,JUBA,930,419,1.7
10/3/2022,C208,5Y-NLD,MAF 5,JUBA,AYOD,1016,363,1.5
10/3/2022,C208,5Y-NLD,MAF 5,AYOD,JUBA,1223,363,1.4
10/6/2022,C208,5Y-NLD,MAF 5,JUBA,TAMBURA,797,463,1.7
10/6/2022,C208,5Y-NLD,MAF 5,TAMBURA,JUBA,1107,463,1.7
10/6/2022,C208,5Y-NLD,MAF 5,JUBA,MARIDI,1017,239,1
10/6/2022,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1066,239,0.9
10/7/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,789,120,0.5
10/7/2022,C208,5Y-NLD,MAF 5,TORIT,KAPOETA,867,119,0.6
10/7/2022,C208,5Y-NLD,MAF 5,KAPOETA,LOKI,945,106,0.5
10/7/2022,C208,5Y-NLD,MAF 5,LOKI,WILSON,874,685,2.7
10/14/2022,C208,5Y-NLD,MAF 5,LOKI,KAPOETA,981,106,0.5
10/14/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1077,65,0.3
10/14/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,TORIT,988,104,0.5
10/14/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1215,120,0.5
10/14/2022,C208,5Y-NLD,MAF 5,WILSON,LOKI,669,685,2.6
10/17/2022,C208,5Y-NLD,MAF 5,JUBA,MUNDRI,1076,148,0.7
10/17/2022,C208,5Y-NLD,MAF 5,MUNDRI,YEI,1120,145,0.7
10/17/2022,C208,5Y-NLD,MAF 5,YEI,JUBA,1260,126,0.7
10/18/2022,C208,5Y-NLD,MAF 5,JUBA,KAJOKEJI,1119,113,0.5
10/18/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,YEI,900,107,0.4
10/18/2022,C208,5Y-NLD,MAF 5,YEI,JUBA,1274,126,0.6
10/20/2022,C208,5Y-NLD,MAF 5,JUBA,ARUA,907,217,0.9
10/20/2022,C208,5Y-NLD,MAF 5,ARUA,YEI,1036,122,0.5
10/20/2022,C208,5Y-NLD,MAF 5,YEI,KAJOKEJI,1116,107,0.5
10/20/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,JUBA,878,113,0.5
10/24/2022,C208,5Y-NLD,MAF 5,JUBA,TAMBURA,954,463,1.7
10/24/2022,C208,5Y-NLD,MAF 5,TAMBURA,JUBA,1123,463,1.8
10/25/2022,C208,5Y-NLD,MAF 5,JUBA,DAGAPOST,738,554,2.2
10/25/2022,C208,5Y-NLD,MAF 5,DAGAPOST,JUBA,34,554,2.1
10/26/2022,C208,5Y-NLD,MAF 5,JUBA,YIROL,899,222,1
10/26/2022,C208,5Y-NLD,MAF 5,YIROL,TONJ,1031,219,0.8
10/26/2022,C208,5Y-NLD,MAF 5,TONJ,RUMBEK,991,120,0.6
10/26/2022,C208,5Y-NLD,MAF 5,RUMBEK,MVOLO,1051,91,0.5
10/26/2022,C208,5Y-NLD,MAF 5,MVOLO,JUBA,1114,224,1
10/27/2022,C208,5Y-NLD,MAF 5,JUBA,MUNDRI,926,148,0.7
10/27/2022,C208,5Y-NLD,MAF 5,MUNDRI,YAMBIO,970,230,0.8
10/27/2022,C208,5Y-NLD,MAF 5,YAMBIO,JUBA,1046,352,1.5
10/28/2022,C208,5Y-NLD,MAF 5,JUBA,CHUKUDUM,1162,222,1
10/28/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,KAPOETA,1145,65,0.3
10/28/2022,C208,5Y-NLD,MAF 5,KAPOETA,LOKI,1344,106,0.5
10/28/2022,C208,5Y-NLD,MAF 5,LOKI,LOKI,892,199,0.4
10/28/2022,C208,5Y-NLD,MAF 5,LOKI,KAPOETA,907,106,0.4
10/28/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1089,65,0.3
10/28/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,JUBA,989,222,0.8
10/31/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,1186,120,0.6
10/31/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1264,120,0.5
10/31/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,963,120,0.6
10/31/2022,C208,5Y-NLD,MAF 5,TORIT,KAPOETA,1041,119,0.6
10/31/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1119,65,0.4
10/31/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,JUBA,1019,222,1
11/3/2022,C208,5Y-NLD,MAF 5,JUBA,RUMBEK,1130,304,1.14
11/3/2022,C208,5Y-NLD,MAF 5,RUMBEK,TONJ,704,120,0.5
11/3/2022,C208,5Y-NLD,MAF 5,TONJ,MALUALKON,614,226,0.9
11/3/2022,C208,5Y-NLD,MAF 5,MALUALKON,JUBA,758,635,2.3
11/4/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,913,120,0.5
11/4/2022,C208,5Y-NLD,MAF 5,TORIT,KAPOETA,991,119,0.6
11/4/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1069,65,0.4
11/4/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,TORIT,969,104,0.5
11/4/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1189,120,0.5
11/7/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,924,120,0.6
11/7/2022,C208,5Y-NLD,MAF 5,TORIT,CHUKUDUM,1003,104,0.5
11/7/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,KAPOETA,924,65,0.5
11/7/2022,C208,5Y-NLD,MAF 5,KAPOETA,JUBA,1124,220,0.9
11/8/2022,C208,5Y-NLD,MAF 5,JUBA,LAFON,1282,98,0.6
11/8/2022,C208,5Y-NLD,MAF 5,LAFON,JUBA,851,98,0.5
11/9/2022,C208,5Y-NLD,MAF 5,JUBA,JKAJO KEJI,1082,113,0.5
11/9/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,YEI,848,107,0.4
11/9/2022,C208,5Y-NLD,MAF 5,YEI,JUBA,1230,126,0.7
11/9/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,1090,120,0.7
11/9/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1169,120,0.5
11/10/2022,C208,5Y-NLD,MAF 5,JUBA,TAMBURA,770,463,1.7
11/10/2022,C208,5Y-NLD,MAF 5,TAMBURA,JUBA,940,463,1.9
11/11/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,1096,120,0.6
11/11/2022,C208,5Y-NLD,MAF 5,TORIT,KAPOETA,1175,119,0.6
11/11/2022,C208,5Y-NLD,MAF 5,KAPOETA,LOKICHOGGIO,1253,106,0.5
11/11/2022,C208,5Y-NLD,MAF 5,LOKICHOGGIO,WILSON,992,685,2.5
11/18/2022,C208,5Y-NLD,MAF 5,LOKICHOGGIO,KAPOETA,979,106,0.5
11/18/2022,C208,5Y-NLD,MAF 5,KAPOETA,LOKUTOK,1161,82,0.4
11/18/2022,C208,5Y-NLD,MAF 5,LOKUTOK,JUBA,755,143,0.6
11/18/2022,C208,5Y-NLD,MAF 5,WILSON,LOKICHOGGIO,772,685,2.5
11/21/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,1154,120,0.6
11/21/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1232,120,0.5
11/21/2022,C208,5Y-NLD,MAF 5,JUBA,KAPOETA,995,220,1
11/21/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1126,65,0.4
11/21/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,TORIT,1025,104,0.5
11/21/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1246,120,0.5
11/22/2022,C208,5Y-NLD,MAF 5,JUBA,KAJO KEJI,993,113,0.5
11/22/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,JUBA,759,1136,0.5
11/22/2022,C208,5Y-NLD,MAF 5,JUBA,KAJO KEJI,1223,113,0.5
11/22/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,JUBA,911,113,0.7
11/23/2022,C208,5Y-NLD,MAF 5,JUBA,MVOLO,969,224,1
11/23/2022,C208,5Y-NLD,MAF 5,MVOLO,TONJ,1102,196,0.8
11/23/2022,C208,5Y-NLD,MAF 5,TONJ,RUMBEK,1220,120,0.5
11/23/2022,C208,5Y-NLD,MAF 5,RUMBEK,YIROL,1047,98,0.5
11/23/2022,C208,5Y-NLD,MAF 5,YIROL,JUBA,1114,222,0.9
11/25/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,1002,120,0.6
11/25/2022,C208,5Y-NLD,MAF 5,TORIT,CHUKUDUM,1079,104,0.5
11/25/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,KAPOETA,999,65,0.3
11/25/2022,C208,5Y-NLD,MAF 5,KAPOETA,LOKICHOGGIO,1199,106,0.5
11/25/2022,C208,5Y-NLD,MAF 5,LOKICHOGGIO,TORIT,1017,196,0.8
11/25/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1252,120,0.5
11/26/2022,C208,5Y-NLD,MAF 5,JUBA,KAJO KEJI,1158,113,0.5
11/26/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,JUBA,923,113,0.5
11/26/2022,C208,5Y-NLD,MAF 5,JUBA,KAJO KEJI,1149,113,0.5
11/26/2022,C208,5Y-NLD,MAF 5,KAJO KEJI,JUBA,915,113,0.5
11/29/2022,C208,5Y-NLD,MAF 5,JUBA,RUBKONA,923,532,2
11/29/2022,C208,5Y-NLD,MAF 5,RUBKONA,YIDA,902,96,0.5
11/29/2022,C208,5Y-NLD,MAF 5,YIDA,JUBA,968,606,2.3
12/8/2022,C208,5Y-NLD,MAF 5,JUBA,TAMBURA,804,463,1.6
12/8/2022,C208,5Y-NLD,MAF 5,TAMBURA,YAMBIO,943,156,0.6
12/8/2022,C208,5Y-NLD,MAF 5,YAMBIO,JUBA,1024,352,1.5
12/9/2022,C208,5Y-NLD,MAF 5,JUBA,KAPOETA,935,220,1
12/9/2022,C208,5Y-NLD,MAF 5,KAPOETA,CHUKUDUM,1066,65,0.4
12/9/2022,C208,5Y-NLD,MAF 5,CHUKUDUM,TORIT,966,104,0.5
12/9/2022,C208,5Y-NLD,MAF 5,TORIT,JUBA,1186,120,0.5
12/15/2022,C208,5Y-NLD,MAF 5,JUBA,TORIT,724,120,0.6
12/15/2022,C208,5Y-NLD,MAF 5,TORIT,WILSON,801,798,3
12/15/2022,C208,5Y-NLD,MAF 5,WILSON,WILSON,839,0,0.6
12/22/2022,C208,5Y-NLD,MAF 5,WILSON,JUBA,826,900,3.4
1/3/2023,C208,5Y-NLD,MAF 5,JUBA,TORIT,892,120,0.6
1/3/2023,C208,5Y-NLD,MAF 5,TORIT,CHUKUDUM,969,104,0.5
1/3/2023,C208,5Y-NLD,MAF 5,CHUKUDUM,KAPOETA,889,65,0.4
1/3/2023,C208,5Y-NLD,MAF 5,KAPOETA,JUBA,1089,220,0.9
1/4/2023,C208,5Y-NLD,MAF 5,JUBA,JUBA,782,201,2.7
1/5/2023,C208,5Y-NLD,MAF 5,JUBA,MUNDRI,1016,148,0.6
1/5/2023,C208,5Y-NLD,MAF 5,MUNDRI,MARIDI,1059,113,0.5
1/5/2023,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1182,239,1.1
1/10/2023,C208,5Y-NLD,MAF 5,JUBA,MARIDI,915,239,0.9
1/10/2023,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1055,239,1.1
1/10/2023,C208,5Y-NLD,MAF 5,JUBA,IBBA,959,270,1
1/10/2023,C208,5Y-NLD,MAF 5,IBBA,JUBA,925,270,1.1
1/17/2023,C208,5Y-NLD,MAF 5,JUBA,YAMBIO,781,352,1.3
1/17/2023,C208,5Y-NLD,MAF 5,YAMBIO,TAMBURA,870,156,0.7
1/17/2023,C208,5Y-NLD,MAF 5,TAMBURA,JUBA,987,463,1.9
1/20/2023,C208,5Y-NLD,MAF 5,JUBA,RUMBEK,949,304,1.1
1/20/2023,C208,5Y-NLD,MAF 5,RUMBEK,JUBA,1118,304,1.6
1/23/2023,C208,5Y-NLD,MAF 5,JUBA,RENK,768,763,2.9
1/23/2023,C208,5Y-NLD,MAF 5,RENK,JUBA,1184,763,2.7
1/24/2023,C208,5Y-NLD,MAF 5,JUBA,RENK,646,763,2.7
1/24/2023,C208,5Y-NLD,MAF 5,RENK,RENK,1063,763,2.6
1/25/2023,C208,5Y-NLD,MAF 5,JUBA,MANDENG,1046,441,1.7
1/25/2023,C208,5Y-NLD,MAF 5,MANDENG,MALAKAL,823,198,1
1/25/2023,C208,5Y-NLD,MAF 5,MALAKAL,MALUALKON,905,445,1.6
1/25/2023,C208,5Y-NLD,MAF 5,MALUALKON,TONJ,1032,226,0.9
1/26/2023,C208,5Y-NLD,MAF 5,TONJ,WAU,1284,91,0.4
1/26/2023,C208,5Y-NLD,MAF 5,WAU,MALUALKON,794,150,0.8
1/28/2023,C208,5Y-NLD,MAF 5,MALUALKON,TONJ,777,226,1
1/28/2023,C208,5Y-NLD,MAF 5,TONJ,JUBA,1022,419,1.7
1/30/2023,C208,5Y-NLD,MAF 5,JUBA,MALAKAL,1123,519,2.1
1/30/2023,C208,5Y-NLD,MAF 5,MALAKAL,YIDA,1047,182,0.8
1/30/2023,C208,5Y-NLD,MAF 5,YIDA,JUBA,1158,606,2.1
1/31/2023,C208,5Y-NLD,MAF 5,JUBA,TAMBURA,816,463,1.7
1/31/2023,C208,5Y-NLD,MAF 5,TAMBURA,MARIDI,983,232,1
1/31/2023,C208,5Y-NLD,MAF 5,MARIDI,JUBA,1208,239,1
2/1/2023,C208,5Y-NLD,MAF 5,JUBA,YIROL,837,222,0.9
2/1/2023,C208,5Y-NLD,MAF 5,YIROL,TONJ,968,219,0.9
2/1/2023,C208,5Y-NLD,MAF 5,TONJ,MVOLO,1097,196,0.8
2/1/2023,C208,5Y-NLD,MAF 5,MVOLO,JUBA,1084,224,0.9
2/2/2023,C208,5Y-NLD,MAF 5,JUBA,TORIT,782,120,0.5
2/2/2023,C208,5Y-NLD,MAF 5,TORIT,WILSON,858,817,3.1
2/4/2023,C208,5Y-NLD,MAF 5,WILSON,MIGORI,1042,259,1
2/4/2023,C208,5Y-NLD,MAF 5,MIGORI,WILSON,1195,263,1
2/10/2023,C208,5Y-NLD,MAF 5,JUBA,RUBKONA,719,532,2.1
2/10/2023,C208,5Y-NLD,MAF 5,RUBKONA,JUBA,1014,532,2.1
2/13/2023,C208,5Y-NLD,MAF 5,WILSON,KITALE,874,331,1.3
2/13/2023,C208,5Y-NLD,MAF 5,KITALE,WILSON,1065,350,1.3
2/13/2023,C208,5Y-NLD,MAF 5,WILSON,KITALE,934,331,1.2
2/13/2023,C208,5Y-NLD,MAF 5,KITALE,WILSON,1125,350,1.3
2/14/2023,C208,5Y-NLD,MAF 5,WILSON,MOYALE,673,623,2.2
2/14/2023,C208,5Y-NLD,MAF 5,MOYALE,LOGLOGO,1017,209,0.8
2/14/2023,C208,5Y-NLD,MAF 5,LOGLOGO,SESIA,1143,157,0.6
2/14/2023,C208,5Y-NLD,MAF 5,SESIA,WILSON,1033,253,0.9
2/14/2023,C208,5Y-NLD,MAF 5,WILSON,ISIOLO,691,216,0.8
2/14/2023,C208,5Y-NLD,MAF 5,ISIOLO,DUKANA,819,405,1.5
2/15/2023,C208,5Y-NLD,MAF 5,DUKANA,WILSON,911,601,2.2
2/17/2023,C208,5Y-NLD,MAF 5,WILSON,OLTUROT,817,444,1.9
2/17/2023,C208,5Y-NLD,MAF 5,OLTUROT,MOYALE,657,244,1
2/17/2023,C208,5Y-NLD,MAF 5,MOYALE,LOGLOGO,1210,209,0.8
2/17/2023,C208,5Y-NLD,MAF 5,LOGLOGO,WILSON,1179,409,1.4
2/18/2023,C208,5Y-NLD,MAF 5,WILSON,KORR,690,392,1.5
2/18/2023,C208,5Y-NLD,MAF 5,KORR,DUKANA,451,220,0.9
2/18/2023,C208,5Y-NLD,MAF 5,DUKANA,ISIOLO,1041,405,1.5
2/18/2023,C208,5Y-NLD,MAF 5,ISIOLO,WILSON,1270,216,0.8
2/20/2023,C208,5Y-NLD,MAF 5,WILSON,SESIA,1060,253,1.1
2/20/2023,C208,5Y-NLD,MAF 5,SESIA,LOGLOGO,998,157,0.7
2/20/2023,C208,5Y-NLD,MAF 5,LOGLOGO,NORTH HORR,1308,183,0.7
2/20/2023,C208,5Y-NLD,MAF 5,NORTH HORR,WILSON,1419,531,2.1
2/22/2023,C208,5Y-NLD,MAF 5,WILSON,KARGI,861,440,1.6
2/22/2023,C208,5Y-NLD,MAF 5,KARGI,NAMAREI,1109,74,0.4
2/23/2023,C208,5Y-NLD,MAF 5,NAMAREI,WILSON,852,368,1.3
2/24/2023,C208,5Y-NLD,MAF 5,WILSON,LOGLOGO,917,409,1.3
2/24/2023,C208,5Y-NLD,MAF 5,LOGLOGO,WILSON,1112,409,1.4
2/27/2023,C208,5Y-NLD,MAF 5,WILSON,LOGLOGO,872,409,1.6
2/27/2023,C208,5Y-NLD,MAF 5,LOGLOGO,WILSON,1104,409,1.4
2/27/2023,C208,5Y-NLD,MAF 5,WILSON,TAITA HILLS,1106,290,1.1
