"Date","AirCraft_Type","AirCraft_Regn","AirCraft_FltNo","From","To","Total_Payload_kg","Distance_Flown_km","Hours_Flown","Fuel_Burn_kg_Payload","Fuel_Burn_kg_Time"
"3/16/2023","C208","5Y-NLD","MAF 5","YAMBIO","JUBA",1010,352,1.5,142.208,330
"3/17/2023","C208","5Y-NLD","MAF 5","JUBA","KAPOETA",1065,220,1,93.72,220
"3/17/2023","C208","5Y-NLD","MAF 5","KAPOETA","JUBA",1196,220,0.8,105.248,176
"3/17/2023","C208","5Y-NLD","MAF 5","JUBA","KAPOETA",979,220,1,86.152,220
"3/17/2023","C208","5Y-NLD","MAF 5","KAPOETA","JUBA",1111,220,0.9,97.768,198
"3/20/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",971,120,0.6,46.608,132
"3/20/2023","C208","5Y-NLD","MAF 5","TORIT","KIMATONG",1047,80,0.5,33.504,110
"3/20/2023","C208","5Y-NLD","MAF 5","KIMATONG","KAPOETA",744,39,0.4,11.6064,88
"3/20/2023","C208","5Y-NLD","MAF 5","KAPOETA","CHUKUDUM",1141,65,0.4,29.666,88
"3/20/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","JUBA",1040,222,0.9,92.352,198
"3/21/2023","C208","5Y-NLD","MAF 5","JUBA","YAMBIO",865,352,1.3,121.792,286
"3/21/2023","C208","5Y-NLD","MAF 5","YAMBIO","MARIDI",954,119,0.6,45.4104,132
"3/21/2023","C208","5Y-NLD","MAF 5","MARIDI","MVOLO",1141,141,0.7,64.3524,154
"3/21/2023","C208","5Y-NLD","MAF 5","MVOLO","JUBA",1099,224,0.9,98.4704,198
"3/22/2023","C208","5Y-NLD","MAF 5","JUBA","TONJ",977,419,1.6,163.7452,352
"3/22/2023","C208","5Y-NLD","MAF 5","TONJ","JUBA",1210,419,1.6,202.796,352
"3/22/2023","C208","5Y-NLD","MAF 5","JUBA","JUBA",871,460,1.8,160.264,396
"3/23/2023","C208","5Y-NLD","MAF 5","JUBA","TAMBURA",706,463,17,130.7512,3740
"3/23/2023","C208","5Y-NLD","MAF 5","TAMBURA","YAMBIO",874,156,0.7,54.5376,154
"3/23/2023","C208","5Y-NLD","MAF 5","YAMBIO","IBBA",951,85,0.4,32.334,88
"3/23/2023","C208","5Y-NLD","MAF 5","IBBA","JUBA",930,270,1.1,100.44,242
"3/24/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",1196,120,0.5,57.408,110
"3/24/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1273,120,0.5,61.104,110
"3/24/2023","C208","5Y-NLD","MAF 5","JUBA","KAPOETA",1089,220,1,95.832,220
"3/24/2023","C208","5Y-NLD","MAF 5","KAPOETA","LAFON",1220,126,0.7,61.488,154
"3/24/2023","C208","5Y-NLD","MAF 5","LAFON","JUBA",803,98,0.5,31.4776,110
"3/25/2023","C208","5Y-NLD","MAF 5","JUBA","AYOD",1044,363,1.5,151.5888,330
"3/25/2023","C208","5Y-NLD","MAF 5","AYOD","JUBA",1250,363,1.3,181.5,286
"3/27/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",1192,120,0.6,57.216,132
"3/27/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1269,120,0.5,60.912,110
"3/27/2023","C208","5Y-NLD","MAF 5","JUBA","MVOLO",817,224,1,73.2032,220
"3/27/2023","C208","5Y-NLD","MAF 5","MVOLO","TONJ",818,196,0.8,64.1312,176
"3/27/2023","C208","5Y-NLD","MAF 5","TONJ","JUBA",1066,419,1.6,178.6616,352
"4/5/2023","C208","5Y-NLD","MAF 5","JUBA","WILSON",823,900,3.5,296.28,770
"4/18/2023","C208","5Y-NLD","MAF 5","WILSON","WILSON",908,408,1.6,148.1856,352
"4/19/2023","C208","5Y-NLD","MAF 5","WILSON","WAJIR",723,498,2.1,144.0216,462
"4/19/2023","C208","5Y-NLD","MAF 5","WAJIR","TAKABA",796,187,0.8,59.5408,176
"4/19/2023","C208","5Y-NLD","MAF 5","TAKABA","WILSON",911,727,2.4,264.9188,528
"4/20/2023","C208","5Y-NLD","MAF 5","WILSON","MAGADI",882,179,0.7,63.1512,154
"4/20/2023","C208","5Y-NLD","MAF 5","MAGADI","WILSON",989,306,1.2,121.0536,264
"4/21/2023","C208","5Y-NLD","MAF 5","WILSON","WILSON",944,306,1.2,115.5456,264
"4/25/2023","C208","5Y-NLD","MAF 5","WILSON","LOGLOGO",793,409,1.7,129.7348,374
"4/25/2023","C208","5Y-NLD","MAF 5","LOGLOGO","WILSON",1026,409,1.6,167.8536,352
"4/28/2023","C208","5Y-NLD","MAF 5","WILSON","TORIT",700,800,0.9,224,198
"4/28/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1135,120,0.6,54.48,132
"5/2/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",1094,148,0.6,64.7648,132
"5/2/2023","C208","5Y-NLD","MAF 5","MUNDRI","JUBA",1138,148,0.8,67.3696,176
"5/2/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",1282,148,0.6,75.8944,132
"5/2/2023","C208","5Y-NLD","MAF 5","MUNDRI","JUBA",1104,148,0.6,65.3568,132
"5/4/2023","C208","5Y-NLD","MAF 5","JUBA","YAMBIO",842,352,1.3,118.5536,286
"5/4/2023","C208","5Y-NLD","MAF 5","YAMBIO","IBBA",931,85,0.4,31.654,88
"5/4/2023","C208","5Y-NLD","MAF 5","IBBA","MARIDI",910,33,0.2,12.012,44
"5/4/2023","C208","5Y-NLD","MAF 5","MARIDI","JUBA",1132,237,1.1,107.3136,242
"5/5/2023","C208","5Y-NLD","MAF 5","JUBA","KAPOETA",890,220,1,78.32,220
"5/5/2023","C208","5Y-NLD","MAF 5","KAPOETA","CHUKUDUM",1021,65,0.4,26.546,88
"5/5/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","JUBA",921,222,0.9,81.7848,198
"5/5/2023","C208","5Y-NLD","MAF 5","JUBA","KAJO KEJI ",1110,113,0.5,50.172,110
"5/5/2023","C208","5Y-NLD","MAF 5","KAJO KEJI","JUBA",874,113,0.5,39.5048,110
"5/8/2023","C208","5Y-NLD","MAF 5","JUBA","NYATT",991,346,1.5,137.1544,330
"5/9/2023","C208","5Y-NLD","MAF 5","NYAT","JUBA",991,346,1.5,137.1544,330
"5/10/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",931,120,0.5,44.688,110
"5/10/2023","C208","5Y-NLD","MAF 5","TORIT","KIMATONG",1007,80,0.4,32.224,88
"5/10/2023","C208","5Y-NLD","MAF 5","KIMATONG","KAPOETA",704,39,0.3,10.9824,66
"5/10/2023","C208","5Y-NLD","MAF 5","KAPOETA","CHUKUDUM",1101,65,0.3,28.626,66
"5/10/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","TORIT",1000,104,0.4,41.6,88
"5/10/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1221,120,0.5,58.608,110
"5/15/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",946,120,0.6,45.408,132
"5/15/2023","C208","5Y-NLD","MAF 5","TORIT","KAPOETA",1022,119,0.5,48.6472,110
"5/15/2023","C208","5Y-NLD","MAF 5","KAPOETA","LOKUTOK",1099,82,0.4,36.0472,88
"5/15/2023","C208","5Y-NLD","MAF 5","LOKUTOK","JUBA",668,143,0.6,38.2096,132
"5/17/2023","C208","5Y-NLD","MAF 5","JUBA","CHUKUDUM",1030,222,1,91.464,220
"5/17/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","JUBA",1011,222,0.8,89.7768,176
"5/19/2023","C208","5Y-NLD","MAF 5","JUBA","CHUKUDUM",982,222,1,87.2016,220
"5/19/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","KAPOETA",963,65,0.3,25.038,66
"5/19/2023","C208","5Y-NLD","MAF 5","KAPOETA","TORIT",1163,119,0.5,55.3588,110
"5/19/2023","C208","5Y-NLD","MAF 5","TORIT","LAFON",1239,69,0.3,34.1964,66
"5/19/2023","C208","5Y-NLD","MAF 5","LAFON","JUBA",791,98,0.4,31.0072,88
"5/20/2023","C208","5Y-NLD","MAF 5","JUBA","AYOD",989,363,1.6,143.6028,352
"5/20/2023","C208","5Y-NLD","MAF 5","AYOD","JUBA",1195,363,1.4,173.514,308
"5/22/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",984,120,0.6,47.232,132
"5/22/2023","C208","5Y-NLD","MAF 5","TORIT","KAPOETA",1061,119,0.6,50.5036,132
"5/22/2023","C208","5Y-NLD","MAF 5","KAPOETA","CHUKUDUM",1138,65,0.4,29.588,88
"5/22/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","TORIT",1037,104,0.5,43.1392,110
"5/22/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1258,120,0.5,60.384,110
"5/23/2023","C208","5Y-NLD","MAF 5","JUBA","KAJO KEJI",1146,113,0.5,51.7992,110
"5/23/2023","C208","5Y-NLD","MAF 5","KAJO KEJI","JUBA",910,113,0.4,41.132,88
"5/24/2023","C208","5Y-NLD","MAF 5","JUBA","MVOLO",987,224,0.9,88.4352,198
"5/24/2023","C208","5Y-NLD","MAF 5","MVOLO","YIROL",988,83,0.5,32.8016,110
"5/24/2023","C208","5Y-NLD","MAF 5","YIROL","JUBA",1177,222,0.9,104.5176,198
"5/24/2023","C208","5Y-NLD","MAF 5","JUBA","YEI",1308,126,0.6,65.9232,132
"5/24/2023","C208","5Y-NLD","MAF 5","YEI","JUBA",1184,126,0.6,59.6736,132
"5/25/2023","C208","5Y-NLD","MAF 5","JUBA","IBBA",1011,270,1.1,109.188,242
"5/25/2023","C208","5Y-NLD","MAF 5","IBBA","MARIDI",977,33,0.2,12.8964,44
"5/25/2023","C208","5Y-NLD","MAF 5","MARIDI","JUBA",1199,237,1.1,113.6652,242
"5/25/2023","C208","5Y-NLD","MAF 5","JUBA","ARUA",1354,217,1,117.5272,220
"5/25/2023","C208","5Y-NLD","MAF 5","ARUA","YEI",1103,124,0.5,54.7088,110
"5/25/2023","C208","5Y-NLD","MAF 5","YEI","JUBA",1183,126,0.6,59.6232,132
"5/26/2023","C208","5Y-NLD","MAF 5","JUBA","TONJ",827,419,1.5,138.6052,330
"5/26/2023","C208","5Y-NLD","MAF 5","TONJ","JUBA",1060,419,1.6,177.656,352
"5/27/2023","C208","5Y-NLD","MAF 5","JUBA","YUAI",1011,339,1.3,137.0916,286
"5/27/2023","C208","5Y-NLD","MAF 5","YUAI","JUBA",1093,339,1.3,148.2108,286
"5/29/2023","C208","5Y-NLD","MAF 5","JUBA","MALAKAL",917,519,1.9,190.3692,418
"5/29/2023","C208","5Y-NLD","MAF 5","MALAKAL","RENK",849,265,1,89.994,220
"5/29/2023","C208","5Y-NLD","MAF 5","RENK","JUBA",1001,763,2.9,305.5052,638
"5/30/2023","C208","5Y-NLD","MAF 5","JUBA","RENK",685,763,2.9,209.062,638
"5/30/2023","C208","5Y-NLD","MAF 5","RENK","MALAKAL",1101,265,1.1,116.706,242
"5/30/2023","C208","5Y-NLD","MAF 5","MALAKAL","JUBA",978,519,2,203.0328,440
"6/2/2023","C208","5Y-NLD","MAF 5","Juba","KAPOETA",997,220,1,87.736,220
"6/2/2023","C208","5Y-NLD","MAF 5","Kapoeta","CHUKUDUM",1129,65,0.4,29.354,88
"6/2/2023","C208","5Y-NLD","MAF 5","Chukudum","JUBA",1028,222,0.8,91.2864,176
"6/2/2023","C208","5Y-NLD","MAF 5","Juba","KAPOETA",1025,220,1,90.2,220
"6/2/2023","C208","5Y-NLD","MAF 5","Kapoeta","TORIT",1156,119,0.5,55.0256,110
"6/2/2023","C208","5Y-NLD","MAF 5","Torit","JUBA",1233,120,0.6,59.184,132
"6/5/2023","C208","5Y-NLD","MAF 5","Juba","YUAI",915,339,1.6,124.074,352
"6/5/2023","C208","5Y-NLD","MAF 5","YUAI","JUBA",998,339,1.5,135.3288,330
"6/6/2023","C208","5Y-NLD","MAF 5","Juba","TAMBURA",746,463,1.8,138.1592,396
"6/6/2023","C208","5Y-NLD","MAF 5","Tumbura","YAMBIO",913,156,0.7,56.9712,154
"6/6/2023","C208","5Y-NLD","MAF 5","Yambio","JUBA",991,352,1.5,139.5328,330
"6/7/2023","C208","5Y-NLD","MAF 5","Juba","LAFON",1010,98,0.4,39.592,88
"6/7/2023","C208","5Y-NLD","MAF 5","LAFON","KIMATONG",578,93,0.4,21.5016,88
"6/7/2023","C208","5Y-NLD","MAF 5","KIMATONG","KAPOETA",779,39,0.2,12.1524,44
"6/7/2023","C208","5Y-NLD","MAF 5","Kapoeta","CHUKUDUM",1176,65,0.3,30.576,66
"6/7/2023","C208","5Y-NLD","MAF 5","Chukudum","TORIT",1075,104,0.4,44.72,88
"6/7/2023","C208","5Y-NLD","MAF 5","Torit","JUBA",1296,120,0.5,62.208,110
"6/8/2023","C208","5Y-NLD","MAF 5","Juba","YUAI",974,339,1.3,132.0744,286
"6/8/2023","C208","5Y-NLD","MAF 5","YUAI","JUBA",1056,339,1.3,143.1936,286
"6/9/2023","C208","5Y-NLD","MAF 5","Juba","MABAN",681,615,2.4,167.526,528
"6/9/2023","C208","5Y-NLD","MAF 5","MABAN","JUBA",1020,615,2.4,250.92,528
"6/19/2023","C208","5Y-NLD","MAF 5","Juba","TORIT",997,120,0.5,47.856,110
"6/19/2023","C208","5Y-NLD","MAF 5","Torit","KAPOETA",1073,119,0.5,51.0748,110
"6/19/2023","C208","5Y-NLD","MAF 5","Kapoeta","CHUKUDUM",1051,65,0.3,27.326,66
"6/19/2023","C208","5Y-NLD","MAF 5","Chukudum","TORIT",1050,104,0.4,43.68,88
"6/19/2023","C208","5Y-NLD","MAF 5","Torit","JUBA",1271,120,0.5,61.008,110
"6/20/2023","C208","5Y-NLD","MAF 5","Juba","LOKUTOK",1106,143,0.6,63.2632,132
"6/20/2023","C208","5Y-NLD","MAF 5","LOKUTOK","JUBA",707,143,0.6,40.4404,132
"6/21/2023","C208","5Y-NLD","MAF 5","Juba","TONJ",790,419,1.6,132.404,352
"6/21/2023","C208","5Y-NLD","MAF 5","Tonj","MVOLO",1024,196,0.8,80.2816,176
"6/21/2023","C208","5Y-NLD","MAF 5","MVOLO","YIROL",1012,83,0.3,33.5984,66
"6/21/2023","C208","5Y-NLD","MAF 5","Yirol","JUBA",1201,222,0.9,106.6488,198
"6/22/2023","C208","5Y-NLD","MAF 5","Juba","WILSON",768,900,3.5,276.48,770
"6/24/2023","C208","5Y-NLD","MAF 5","WILSON","LOYENGALANI",839,464,1.8,155.7184,396
"6/24/2023","C208","5Y-NLD","MAF 5","LOYENGALANI","WILSON",1100,492,2,216.48,440
"6/24/2023","C208","5Y-NLD","MAF 5","WILSON","LAISAMIS",941,363,1.5,136.6332,330
"6/24/2023","C208","5Y-NLD","MAF 5","LAISAMIS","WILSON",1149,364,1.4,167.2944,308
"6/26/2023","C208","5Y-NLD","MAF 5","WILSON","LODWAR",716,522,2,149.5008,440
"6/26/2023","C208","5Y-NLD","MAF 5","LODWAR","OLKIOMBO",1006,505,2,203.212,440
"6/26/2023","C208","5Y-NLD","MAF 5","OLKIOMBO","WILSON",1288,191,0.7,98.4032,154
"6/28/2023","C208","5Y-NLD","MAF 5","WILSON","OLKIOMBO",1137,191,0.8,86.8668,176
"6/28/2023","C208","5Y-NLD","MAF 5","OLKIOMBO","WILSON",1252,191,0.8,95.6528,176
"6/29/2023","C208","5Y-NLD","MAF 5","WILSON","WILSON",874,511,2,178.6456,440
"6/30/2023","C208","5Y-NLD","MAF 5","WILSON","KAPOETA",668,778,2.9,207.8816,638
"6/30/2023","C208","5Y-NLD","MAF 5","KAPOETA","KIMATONG",1091,39,0.3,17.0196,66
"6/30/2023","C208","5Y-NLD","MAF 5","KIMATONG","TORIT",768,80,0.4,24.576,88
"6/30/2023","C208","5Y-NLD","MAF 5","Torit","JUBA",1185,120,0.5,56.88,110
"7/3/2023","C208","5Y-NLD","MAF 5","JUBA","LOKUTOK",894,143,1.6,51.1368,352
"7/3/2023","C208","5Y-NLD","MAF 5","LOKUTOK","JUBA",495,143,0.9,28.314,198
"7/4/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",1020,148,0.7,60.384,154
"7/4/2023","C208","5Y-NLD","MAF 5","MUNDRI","JUBA",1063,148,0.6,62.9296,132
"7/4/2023","C208","5Y-NLD","MAF 5","JUBA","MARIDI",858,237,1,81.3384,220
"7/4/2023","C208","5Y-NLD","MAF 5","MARIDI","YAMBIO",1006,119,0.5,47.8856,110
"7/4/2023","C208","5Y-NLD","MAF 5","YAMBIO","JUBA",982,352,1.4,138.2656,308
"7/10/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",852,120,1.7,40.896,374
"7/10/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1101,120,0.9,52.848,198
"7/17/2023","C208","5Y-NLD","MAF 5","JUBA","RENK",767,763,2.9,234.0884,638
"7/17/2023","C208","5Y-NLD","MAF 5","RENK","MALAKAL",1169,265,1,123.914,220
"7/17/2023","C208","5Y-NLD","MAF 5","MALAKAL","JUBA",1007,519,1.9,209.0532,418
"7/18/2023","C208","5Y-NLD","MAF 5","JUBA","MARIDI",1062,237,1,100.6776,220
"7/18/2023","C208","5Y-NLD","MAF 5","MARIDI","JUBA",1203,237,1.2,114.0444,264
"7/18/2023","C208","5Y-NLD","MAF 5","JUBA","YAMBIO",885,352,1.4,124.608,308
"7/18/2023","C208","5Y-NLD","MAF 5","YAMBIO","MUNDRI",975,230,1,89.7,220
"7/18/2023","C208","5Y-NLD","MAF 5","MUNDRI","JUBA",1170,148,0.6,69.264,132
"7/26/2023","C208","5Y-NLD","MAF 5","JUBA","KAJO KEJI",1026,113,0.5,46.3752,110
"7/26/2023","C208","5Y-NLD","MAF 5","KAJO KEJI","YEI",790,107,0.5,33.812,110
"7/26/2023","C208","5Y-NLD","MAF 5","YEI","ARUA",1171,124,0.6,58.0816,132
"7/26/2023","C208","5Y-NLD","MAF 5","ARUA","JUBA",1108,217,0.9,96.1744,198
"7/31/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",946,120,0.5,45.408,110
"7/31/2023","C208","5Y-NLD","MAF 5","TORIT","OHILANG",1023,37,0.3,15.1404,66
"7/31/2023","C208","5Y-NLD","MAF 5","OHILANG","CHUKUDUM",946,95,0.4,35.948,88
"7/31/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","KAPOETA",969,65,0.3,25.194,66
"7/31/2023","C208","5Y-NLD","MAF 5","KAPOETA","KIMATONG",1169,39,0.2,18.2364,44
"7/31/2023","C208","5Y-NLD","MAF 5","KIMATONG","TORIT",845,80,0.4,27.04,88
"7/31/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1262,120,0.6,60.576,132
"8/1/2023","C208","5Y-NLD","MAF 5","JUBA","YAMBIO",777,352,1.4,109.4016,308
"8/1/2023","C208","5Y-NLD","MAF 5","YAMBIO","TAMBURA",866,156,0.7,54.0384,154
"8/1/2023","C208","5Y-NLD","MAF 5","TAMBURA","JUBA",983,463,1.7,182.0516,374
"8/2/2023","C208","5Y-NLD","MAF 5","JUBA","ARUA",871,217,0.8,75.6028,176
"8/2/2023","C208","5Y-NLD","MAF 5","ARUA","YEI",1000,124,0.6,49.6,132
"8/2/2023","C208","5Y-NLD","MAF 5","YEI","KAJO KEJI",1080,107,0.5,46.224,110
"8/2/2023","C208","5Y-NLD","MAF 5","KAJO KEJI","JUBA",840,113,0.5,37.968,110
"8/7/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",1077,120,0.6,51.696,132
"8/7/2023","C208","5Y-NLD","MAF 5","TORIT","OHILANG",1154,37,0.3,17.0792,66
"8/7/2023","C208","5Y-NLD","MAF 5","OHILANG","TORIT",1077,37,0.3,15.9396,66
"8/7/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1220,120,0.5,58.56,110
"8/8/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",835,148,0.8,49.432,176
"8/8/2023","C208","5Y-NLD","MAF 5","MUNDRI","YAMBIO",477,230,1,43.884,220
"8/8/2023","C208","5Y-NLD","MAF 5","YAMBIO","IBBA",163,85,0.4,5.542,88
"8/8/2023","C208","5Y-NLD","MAF 5","IBBA","JUBA",263,270,1.3,28.404,286
"8/9/2023","C208","5Y-NLD","MAF 5","JUBA","MALAKAL",1068,519,1.9,221.7168,418
"8/9/2023","C208","5Y-NLD","MAF 5","MALAKAL","RENK",1040,265,1,110.24,220
"8/9/2023","C208","5Y-NLD","MAF 5","RENK","MALAKAL",1550,265,1,164.3,220
"8/9/2023","C208","5Y-NLD","MAF 5","MALAKAL","JUBA",948,519,2,196.8048,440
"8/10/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",877,148,0.7,51.9184,154
"8/10/2023","C208","5Y-NLD","MAF 5","MUNDRI","MARIDI",920,111,0.5,40.848,110
"8/10/2023","C208","5Y-NLD","MAF 5","MARIDI","YAMBIO",1043,119,0.5,49.6468,110
"8/10/2023","C208","5Y-NLD","MAF 5","YAMBIO","JUBA",1009,352,2,142.0672,440
"8/10/2023","C208","5Y-NLD","MAF 5","JUBA","YEI",850,126,0.6,42.84,132
"8/10/2023","C208","5Y-NLD","MAF 5","YEI","JUBA",932,126,0.6,46.9728,132
"8/11/2023","C208","5Y-NLD","MAF 5","JUBA","MALAKAL",1034,519,1.9,214.6584,418
"8/11/2023","C208","5Y-NLD","MAF 5","MALAKAL","RENK",773,265,1.1,81.938,242
"8/11/2023","C208","5Y-NLD","MAF 5","RENK","JUBA",932,763,2.9,284.4464,638
"8/14/2023","C208","5Y-NLD","MAF 5","JUBA","KAPOETA",907,220,1,79.816,220
"8/14/2023","C208","5Y-NLD","MAF 5","KAPOETA","JUBA",1038,220,0.9,91.344,198
"8/14/2023","C208","5Y-NLD","MAF 5","JUBA","KAJO KEJI ",1131,113,0.5,51.1212,110
"8/14/2023","C208","5Y-NLD","MAF 5","KAJO KEJI","JUBA",895,113,0.6,40.454,132
"8/15/2023","C208","5Y-NLD","MAF 5","JUBA","IBBA",855,270,1,92.34,220
"8/15/2023","C208","5Y-NLD","MAF 5","IBBA ","MUNDRI",821,146,0.7,47.9464,154
"8/15/2023","C208","5Y-NLD","MAF 5","MUNDRI","JUBA",1052,148,0.7,62.2784,154
"8/16/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",968,120,0.5,46.464,110
"8/16/2023","C208","5Y-NLD","MAF 5","TORIT","OHILANG",1045,37,0.3,15.466,66
"8/16/2023","C208","5Y-NLD","MAF 5","OHILANG","KAPOETA",968,89,0.4,34.4608,88
"8/16/2023","C208","5Y-NLD","MAF 5","KAPOETA","CHUKUDUM",1141,65,0.4,29.666,88
"8/16/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","TORIT",1041,104,0.5,43.3056,110
"8/16/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1261,120,0.5,60.528,110
"8/17/2023","C208","5Y-NLD","MAF 5","JUBA","MALAKAL",1016,519,1.9,210.9216,418
"8/17/2023","C208","5Y-NLD","MAF 5","MALAKAL","RENK",1035,265,1,109.71,220
"8/17/2023","C208","5Y-NLD","MAF 5","RENK","MALAKAL",1190,265,1.1,126.14,242
"8/17/2023","C208","5Y-NLD","MAF 5","MALAKAL","JUBA",1020,519,2,211.752,440
"8/18/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",863,120,0.6,41.424,132
"8/18/2023","C208","5Y-NLD","MAF 5","TORIT","CHUKUDUM",958,104,0.5,39.8528,110
"8/18/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","KAPOETA",896,65,0.4,23.296,88
"8/18/2023","C208","5Y-NLD","MAF 5","KAPOETA","LOKICHOGIO",1109,106,0.5,47.0216,110
"8/18/2023","C208","5Y-NLD","MAF 5","LOKICHOGIO","JUBA",1079,313,1.2,135.0908,264
"8/23/2023","C208","5Y-NLD","MAF 5","JUBA","TORIT",897,120,0.6,43.056,132
"8/23/2023","C208","5Y-NLD","MAF 5","TORIT","CHUKUDUM",977,104,0.5,40.6432,110
"8/23/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","KAPOETA",897,65,0.3,23.322,66
"8/23/2023","C208","5Y-NLD","MAF 5","KAPOETA","CHUKUDUM",1097,65,0.4,28.522,88
"8/23/2023","C208","5Y-NLD","MAF 5","CHUKUDUM","TORIT",997,104,0.5,41.4752,110
"8/23/2023","C208","5Y-NLD","MAF 5","TORIT","JUBA",1217,120,0.5,58.416,110
"8/30/2023","C208","5Y-NLD","MAF 5","JUBA","YIDA",664,606,2.3,160.9536,506
"8/30/2023","C208","5Y-NLD","MAF 5","YIDA","JUBA",995,606,2.4,241.188,528
"9/7/2023","C208","5Y-NLD","MAF 5","JUBA","WILSON",715,900,3.3,257.4,726
"9/22/2023","C208","5Y-NLD","MAF 5","WILSON","JUBA",605,1667,3.1,403.414,682
"9/29/2023","C208","5Y-NLD","MAF 5","JUBA","LOKICHOGGIO",887,313,1.3,111.0524,286
"9/29/2023","C208","5Y-NLD","MAF 5","LOKICHOGGIO","JUBA",956,313,1.1,119.6912,242
"9/30/2023","C208","5Y-NLD","MAF 5","JUBA","KAPOETA",1037,220,0.9,91.256,198
"9/30/2023","C208","5Y-NLD","MAF 5","KAPOETA","JUBA",1175,220,0.9,103.4,198
"10/2/2023","C208","5Y-NLD","MAF 5","JUBA","OHILANG",982,133,0.7,52.2424,154
"10/2/2023","C208","5Y-NLD","MAF 5","OHILANG","TORIT",958,37,0.2,14.1784,44
"10/2/2023","C208","5Y-NLD","MAF 5","TORIT","LAFON",1104,69,0.3,30.4704,66
"10/2/2023","C208","5Y-NLD","MAF 5","LAFON","OHILANG",658,52,0.4,13.6864,88
"10/2/2023","C208","5Y-NLD","MAF 5","OHILANG","JUBA",1089,133,0.7,57.9348,154
"10/3/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",856,148,2.3,50.6752,506
"10/3/2023","C208","5Y-NLD","MAF 5","MUNDRI","JUBA",899,148,0.7,53.2208,154
"10/4/2023","C208","5Y-NLD","MAF 5","JUBA","MARIDI",852,237,0.9,80.7696,198
"10/4/2023","C208","5Y-NLD","MAF 5","MARIDI","YAMBIO",991,119,0.5,47.1716,110
"10/4/2023","C208","5Y-NLD","MAF 5","YAMBIO","JUBA",964,352,1.6,135.7312,352
"10/4/2023","C208","5Y-NLD","MAF 5","JUBA","MVOLO",1010,224,0.9,90.496,198
"10/4/2023","C208","5Y-NLD","MAF 5","MVOLO","JUBA",1014,224,0.9,90.8544,198
"10/5/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",980,148,0.6,58.016,132
"10/5/2023","C208","5Y-NLD","MAF 5","MUNDRI","MARIDI",1023,111,0.5,45.4212,110
"10/5/2023","C208","5Y-NLD","MAF 5","MARIDI","JUBA",1145,237,1,108.546,220
"10/6/2023","C208","5Y-NLD","MAF 5","JUBA","WAU",1054,509,2,214.5944,440
"10/6/2023","C208","5Y-NLD","MAF 5","WAU","JUBA",1054,509,2,214.5944,440
"10/7/2023","C208","5Y-NLD","MAF 5","JUBA","MVOLO",806,224,0.9,72.2176,198
"10/7/2023","C208","5Y-NLD","MAF 5","MVOLO","TONJ",811,196,0.8,63.5824,176
"10/7/2023","C208","5Y-NLD","MAF 5","TONJ","JUBA",1058,419,1.6,177.3208,352
"10/9/2023","C208","5Y-NLD","MAF 5","JUBA","PIBOR",1093,272,1.2,118.9184,264
"10/9/2023","C208","5Y-NLD","MAF 5","PIBOR","JUBA",1252,274,1.4,137.2192,308
"10/10/2023","C208","5Y-NLD","MAF 5","JUBA","MUNDRI",1172,148,0.6,69.3824,132
