"Date","AirCraft_Type","AirCraft_Regn","AirCraft_FltNo","From","To","Total_Payload_kg","Distance_Flown_km","Hours_Flown","Fuel_Burn_kg_Payload","Fuel_Burn_kg_Time"
"2/1/2022","C208","5Y-BRE","MAF 2","IBBA","MARIDI",991,33,0.2,13.0812,44
"2/1/2022","C208","5Y-BRE","MAF 2","MARIDI","JUBA",1203,239,1,115.0068,220
"2/1/2022","C208","5Y-BRE","MAF 2","JUBA","YAMBIO",868,352,1.4,122.2144,308
"2/1/2022","C208","5Y-BRE","MAF 2","YAMBIO","MUNDRI",962,230,1,88.504,220
"2/1/2022","C208","5Y-BRE","MAF 2","MUNDRI","JUBA",1141,148,0.6,67.5472,132
"2/2/2022","C208","5Y-BRE","MAF 2","JUBA","KAJO KEJI",1193,113,0.5,53.9236,110
"2/2/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","YEI",977,107,0.6,41.8156,132
"2/2/2022","C208","5Y-BRE","MAF 2","YEI","JUBA",1354,126,0.6,68.2416,132
"2/3/2022","C208","5Y-BRE","MAF 2","JUBA","YIROL",1128,222,1,100.1664,220
"2/3/2022","C208","5Y-BRE","MAF 2","YIROL","JUBA",1289,222,1,114.4632,220
"2/4/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",917,120,0.6,44.016,132
"2/4/2022","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",992,104,0.5,41.2672,110
"2/4/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",933,65,0.4,24.258,88
"2/4/2022","C208","5Y-BRE","MAF 2","KAPOETA","LOKICHOGGIO",1151,106,0.5,48.8024,110
"2/4/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","KAPOETA",822,106,0.4,34.8528,88
"2/4/2022","C208","5Y-BRE","MAF 2","KAPOETA","JUBA",1208,220,1,106.304,220
"2/7/2022","C208","5Y-BRE","MAF 2","JUBA","LOTIMOR",1025,398,1.8,163.18,396
"2/7/2022","C208","5Y-BRE","MAF 2","LOTIMOR","JUBA",459,398,1.4,73.0728,308
"2/8/2022","C208","5Y-BRE","MAF 2","JUBA","LEER",1011,415,1.5,167.826,330
"2/8/2022","C208","5Y-BRE","MAF 2","LEER","JUBA",1237,415,1.6,205.342,352
"2/8/2022","C208","5Y-BRE","MAF 2","JUBA","MUNDRI",1074,148,0.7,63.5808,154
"2/8/2022","C208","5Y-BRE","MAF 2","MUNDRI","MARIDI",1071,113,0.5,48.4092,110
"2/8/2022","C208","5Y-BRE","MAF 2","MARIDI","JUBA",1251,239,1,119.5956,220
"2/9/2022","C208","5Y-BRE","MAF 2","JUBA","MVOLO",905,224,1,81.088,220
"2/9/2022","C208","5Y-BRE","MAF 2","MVOLO","TONJ",1052,196,0.8,82.4768,176
"2/9/2022","C208","5Y-BRE","MAF 2","TONJ","YIROL",1000,219,1,87.6,220
"2/9/2022","C208","5Y-BRE","MAF 2","YIROL","JUBA",1310,222,0.9,116.328,198
"2/10/2022","C208","5Y-BRE","MAF 2","JUBA","YEI",1139,126,0.5,57.4056,110
"2/10/2022","C208","5Y-BRE","MAF 2","YEI","KAJO KEJI",1238,107,0.5,52.9864,110
"2/10/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","JUBA",1006,113,0.5,45.4712,110
"2/11/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",1010,120,0.6,48.48,132
"2/11/2022","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",1108,104,0.5,46.0928,110
"2/11/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",1040,65,0.3,27.04,66
"2/11/2022","C208","5Y-BRE","MAF 2","KAPOETA","KIMATONG",1235,39,0.2,19.266,44
"2/11/2022","C208","5Y-BRE","MAF 2","KIMATONG","JUBA",797,183,0.8,58.3404,176
"2/15/2022","C208","5Y-BRE","MAF 2","JUBA","PAKAM",1128,319,1.3,143.9328,286
"2/15/2022","C208","5Y-BRE","MAF 2","PAKAM","JUBA",1330,319,1.2,169.708,264
"2/16/2022","C208","5Y-BRE","MAF 2","JUBA","YIROL",925,222,1,82.14,220
"2/16/2022","C208","5Y-BRE","MAF 2","YIROL","TONJ",1072,219,0.9,93.9072,198
"2/16/2022","C208","5Y-BRE","MAF 2","TONJ","MVOLO",1025,196,0.8,80.36,176
"2/16/2022","C208","5Y-BRE","MAF 2","MVOLO","JUBA",1322,224,0.9,118.4512,198
"2/18/2022","C208","5Y-BRE","MAF 2","JUBA","CHUKUDUM",664,222,0.9,58.9632,198
"2/18/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",595,65,0.3,15.47,66
"2/18/2022","C208","5Y-BRE","MAF 2","KAPOETA","LOKICHOGGIO",800,106,0.5,33.92,110
"2/18/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","LOKICHOGGIO",969,130,0.5,50.388,110
"2/18/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","WILSON",998,684,2.6,273.0528,572
"2/21/2022","C208","5Y-BRE","MAF 2","WILSON","LEWA DOWNS",695,204,0.9,56.712,198
"2/21/2022","C208","5Y-BRE","MAF 2","LEWA DOWNS","MARSABIT",829,246,1.1,81.5736,242
"2/21/2022","C208","5Y-BRE","MAF 2","MARSABIT","MAIKONA",994,74,0.4,29.4224,88
"2/21/2022","C208","5Y-BRE","MAF 2","MAIKONA","DUKANA",1059,124,0.5,52.5264,110
"2/21/2022","C208","5Y-BRE","MAF 2","DUKANA","GATAB",1147,159,0.7,72.9492,154
"2/21/2022","C208","5Y-BRE","MAF 2","GATAB","WILSON",536,448,1.6,96.0512,352
"2/25/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","JUBA",854,313,1.3,106.9208,286
"2/25/2022","C208","5Y-BRE","MAF 2","JUBA","YIROL",1123,222,0.9,99.7224,198
"2/25/2022","C208","5Y-BRE","MAF 2","YIROL","JUBA",1267,222,0.9,112.5096,198
"2/25/2022","C208","5Y-BRE","MAF 2","WILSON","LOKICHOGGIO",993,684,2.6,271.6848,572
"2/28/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",896,120,0.6,43.008,132
"2/28/2022","C208","5Y-BRE","MAF 2","TORIT","KAPOETA",982,119,0.6,46.7432,132
"2/28/2022","C208","5Y-BRE","MAF 2","KAPOETA","CHUKUDUM",1091,65,0.4,28.366,88
"2/28/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",1002,65,0.4,26.052,88
"2/28/2022","C208","5Y-BRE","MAF 2","KAPOETA","TORIT",1199,119,0.5,57.0724,110
"2/28/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1263,120,0.5,60.624,110
"3/1/2022","C208","5Y-BRE","MAF 2","JUBA","KOCH",891,450,1.7,160.38,374
"3/1/2022","C208","5Y-BRE","MAF 2","KOCH","LEER",741,35,0.2,10.374,44
"3/1/2022","C208","5Y-BRE","MAF 2","LEER","JUBA",1162,415,1.5,192.892,330
"3/2/2022","C208","5Y-BRE","MAF 2","JUBA","YIROL",788,222,0.9,69.9744,198
"3/2/2022","C208","5Y-BRE","MAF 2","YIROL","MALUALKON",867,419,1.5,145.3092,330
"3/2/2022","C208","5Y-BRE","MAF 2","MALUALKON","TONJ",961,226,1,86.8744,220
"3/2/2022","C208","5Y-BRE","MAF 2","TONJ","RUMBEK",1083,120,0.6,51.984,132
"3/2/2022","C208","5Y-BRE","MAF 2","RUMBEK","MVOLO",1162,91,0.5,42.2968,110
"3/2/2022","C208","5Y-BRE","MAF 2","MVOLO","JUBA",1230,224,1,110.208,220
"3/3/2022","C208","5Y-BRE","MAF 2","JUBA","MARIDI",1001,239,1,95.6956,220
"3/3/2022","C208","5Y-BRE","MAF 2","MARIDI","IBBA",1152,33,0.2,15.2064,44
"3/3/2022","C208","5Y-BRE","MAF 2","IBBA","JUBA",1000,270,1.1,108,242
"3/4/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",979,120,0.6,46.992,132
"3/4/2022","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",1079,104,0.5,44.8864,110
"3/4/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",1024,65,0.4,26.624,88
"3/4/2022","C208","5Y-BRE","MAF 2","KAPOETA","CHUKUDUM",1219,65,0.4,31.694,88
"3/4/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","TORIT",1124,104,0.5,46.7584,110
"3/4/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1333,120,0.6,63.984,132
"3/7/2022","C208","5Y-BRE","MAF 2","JUBA","KAJO KEJI",1192,113,0.5,53.8784,110
"3/7/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","JUBA",1004,113,0.4,45.3808,88
"3/11/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",857,65,0.6,22.282,132
"3/11/2022","C208","5Y-BRE","MAF 2","TORIT","KAPOETA",970,64,0.6,24.832,132
"3/11/2022","C208","5Y-BRE","MAF 2","KAPOETA","LOKICHOGGIO",1042,57,0.6,23.7576,132
"3/11/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","KAPOETA",656,57,0.5,14.9568,110
"3/11/2022","C208","5Y-BRE","MAF 2","KAPOETA","KIMATONG",1052,21,0.2,8.8368,44
"3/11/2022","C208","5Y-BRE","MAF 2","KIMATONG","KAPOETA",627,21,0.3,5.2668,66
"3/11/2022","C208","5Y-BRE","MAF 2","KAPOETA","TORIT",1124,64,0.5,28.7744,110
"3/11/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1192,65,0.6,30.992,132
"3/14/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",991,120,0.6,47.568,132
"3/14/2022","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",1083,104,0.5,45.0528,110
"3/14/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",1006,65,0.4,26.156,88
"3/14/2022","C208","5Y-BRE","MAF 2","KAPOETA","OHILANG",1210,89,0.5,43.076,110
"3/14/2022","C208","5Y-BRE","MAF 2","OHILANG","TORIT",1154,37,0.2,17.0792,44
"3/14/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1301,120,0.6,62.448,132
"3/15/2022","C208","5Y-BRE","MAF 2","JUBA","IBBA",826,270,1,89.208,220
"3/15/2022","C208","5Y-BRE","MAF 2","IBBA","YAMBIO",780,85,0.4,26.52,88
"3/15/2022","C208","5Y-BRE","MAF 2","YAMBIO","TAMBURA",923,456,0.7,168.3552,154
"3/15/2022","C208","5Y-BRE","MAF 2","TAMBURA","JUBA",1002,463,1.9,185.5704,418
"3/16/2022","C208","5Y-BRE","MAF 2","JUBA","MVOLO",1056,224,1.1,94.6176,242
"3/16/2022","C208","5Y-BRE","MAF 2","MVOLO","RUMBEK",1111,91,0.5,40.4404,110
"3/16/2022","C208","5Y-BRE","MAF 2","RUMBEK","TONJ",1174,120,0.6,56.352,132
"3/16/2022","C208","5Y-BRE","MAF 2","TONJ","JUBA",696,419,1.7,116.6496,374
"3/23/2022","C208","5Y-BRE","MAF 2","JUBA","RUMBEK ",1179,304,1.3,143.3664,286
"3/23/2022","C208","5Y-BRE","MAF 2","RUMBEK","JUBA",1211,304,1.2,147.2576,264
"3/25/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",1021,120,0.6,49.008,132
"3/25/2022","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",1099,104,0.5,45.7184,110
"3/25/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",1020,65,0.3,26.52,66
"3/25/2022","C208","5Y-BRE","MAF 2","KAPOETA","LOKICHOGGIO",1219,106,0.5,51.6856,110
"3/25/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","TORIT",721,196,0.9,56.5264,198
"3/25/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1150,120,0.6,55.2,132
"3/28/2022","C208","5Y-BRE","MAF 2","JUBA","KAPOETA",1055,220,1,92.84,220
"3/28/2022","C208","5Y-BRE","MAF 2","KAPOETA","CHUKUDUM",1187,65,0.4,30.862,88
"3/28/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","TORIT",1086,104,0.5,45.1776,110
"3/28/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1307,120,0.6,62.736,132
"3/30/2022","C208","5Y-BRE","MAF 2","JUBA","YEI",1157,68,0.6,31.4704,132
"3/30/2022","C208","5Y-BRE","MAF 2","YEI","KAJO KEJI",1240,58,0.5,28.768,110
"3/30/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","JUBA",1011,61,0.6,24.6684,132
"4/6/2022","C208","5Y-BRE","MAF 2","JUBA","CHUKUDUM",993,222,1,88.1784,220
"4/6/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",976,65,0.3,25.376,66
"4/6/2022","C208","5Y-BRE","MAF 2","KAPOETA","TORIT",1175,119,0.5,55.93,110
"4/6/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1254,120,0.6,60.192,132
"4/11/2022","C208","5Y-BRE","MAF 2","JUBA","CHUKUDUM",979,222,1,86.9352,220
"4/11/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","JUBA",961,222,1.1,85.3368,242
"4/12/2022","C208","5Y-BRE","MAF 2","JUBA","MARIDI",1062,239,1,101.5272,220
"4/12/2022","C208","5Y-BRE","MAF 2","MARIDI","JUBA",1202,239,1.1,114.9112,242
"4/12/2022","C208","5Y-BRE","MAF 2","JUBA","MUDRI",1191,148,0.6,70.5072,132
"4/12/2022","C208","5Y-BRE","MAF 2","MUNDRI","JUBA",1194,148,0.7,70.6848,154
"4/13/2022","C208","5Y-BRE","MAF 2","JUBA","MABIOR",1122,256,1.1,114.8928,242
"4/13/2022","C208","5Y-BRE","MAF 2","MABIOR","JUBA",1271,256,1.1,130.1504,242
"4/13/2022","C208","5Y-BRE","MAF 2","JUBA","YEI",1119,126,0.5,56.3976,110
"4/13/2022","C208","5Y-BRE","MAF 2","YEI","JUBA",1201,126,0.6,60.5304,132
"4/22/2022","C208","5Y-BRE","MAF 2","JUBA ","YIROL",803,222,0.9,71.3064,198
"4/22/2022","C208","5Y-BRE","MAF 2","YIROL","JUBA",936,222,0.9,83.1168,198
"4/28/2022","C208","5Y-BRE","MAF 2","JUBA ","KAJO KEJI",1083,113,0.6,48.9516,132
"4/28/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","YEI",858,107,0.5,36.7224,110
"4/28/2022","C208","5Y-BRE","MAF 2","YEI","JUBA",1230,126,0.6,61.992,132
"4/28/2022","C208","5Y-BRE","MAF 2","JUBA ","MARIDI",1034,239,0.9,98.8504,198
"4/28/2022","C208","5Y-BRE","MAF 2","MARIDI","JUBA",1175,239,1.1,112.33,242
"4/29/2022","C208","5Y-BRE","MAF 2","JUBA ","KAPOETA",980,220,1.1,86.24,242
"4/29/2022","C208","5Y-BRE","MAF 2","KAPOETA","KIMATONG",1111,39,0.3,17.3316,66
"4/29/2022","C208","5Y-BRE","MAF 2","KIMATONG","CHUKUDUM",691,61,0.4,16.8604,88
"4/29/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","JUBA",1077,222,0.8,95.6376,176
"4/29/2022","C208","5Y-BRE","MAF 2","JUBA ","KAJO KEJI",1197,113,0.5,54.1044,110
"4/29/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","JUBA",984,113,0.6,44.4768,132
"5/2/2022","C208","5Y-BRE","MAF 2","JUBA","WAU",850,509,1.8,173.06,396
"5/2/2022","C208","5Y-BRE","MAF 2","WAU","RAJA",1054,267,1.1,112.5672,242
"5/2/2022","C208","5Y-BRE","MAF 2","RAJA","WAU",1287,267,1.1,137.4516,242
"5/2/2022","C208","5Y-BRE","MAF 2","WAU","JUBA",1008,509,2.1,205.2288,462
"5/6/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",1062,120,0.6,50.976,132
"5/6/2022","C208","5Y-BRE","MAF 2","TORIT","LOKUTOK",1134,41,0.3,18.5976,66
"5/6/2022","C208","5Y-BRE","MAF 2","LOKUTOK","KIMATONG",713,43,0.2,12.2636,44
"5/6/2022","C208","5Y-BRE","MAF 2","KIMATONG","KAPOETA",747,39,0.2,11.6532,44
"5/6/2022","C208","5Y-BRE","MAF 2","KAPOETA","LOKICHOGGIO",1253,106,0.5,53.1272,110
"5/6/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","MARSABIT",821,455,1.8,149.422,396
"5/6/2022","C208","5Y-BRE","MAF 2","MARSABIT","WILSON",1077,451,1.6,194.2908,352
"5/9/2022","C208","5Y-BRE","MAF 2","WILSON","LAISAMIS",844,364,1.6,122.8864,352
"5/9/2022","C208","5Y-BRE","MAF 2","LAISAMIS","MARSABIT",1073,87,0.4,37.3404,88
"5/9/2022","C208","5Y-BRE","MAF 2","MARSABIT","SESIA",1143,196,0.8,89.6112,176
"5/9/2022","C208","5Y-BRE","MAF 2","SESIA","WILSON",1057,255,1,107.814,220
"5/13/2022","C208","5Y-BRE","MAF 2","WILSON","LOKICHOGGIO",831,685,2.7,227.694,594
"5/13/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","MARSABIT",900,455,1.9,163.8,418
"5/13/2022","C208","5Y-BRE","MAF 2","MARSABIT","WILSON",1173,448,1.6,210.2016,352
"5/14/2022","C208","5Y-BRE","MAF 2","WILSON","ISIOLO",1065,259,1,110.334,220
"5/14/2022","C208","5Y-BRE","MAF 2","ISIOLO","WILSON",1194,259,0.8,123.6984,176
"5/27/2022","C208","5Y-BRE","MAF 2","WILSON","MARSABIT",574,451,1.8,103.5496,396
"5/27/2022","C208","5Y-BRE","MAF 2","MARSABIT","LODWAR",833,279,1.1,92.9628,242
"5/28/2022","C208","5Y-BRE","MAF 2","LODWAR","WILSON",994,540,2.1,214.704,462
"5/30/2022","C208","5Y-BRE","MAF 2","WILSON","SESIA",885,255,1,90.27,220
"5/30/2022","C208","5Y-BRE","MAF 2","SESIA","MARSABIT",826,196,0.8,64.7584,176
"5/30/2022","C208","5Y-BRE","MAF 2","MARSABIT","WILSON",1156,451,1.5,208.5424,330
"6/3/2022","C208","5Y-BRE","MAF 2","LOKICHOGGIO","JUBA",1001,313,1.2,125.3252,264
"6/3/2022","C208","5Y-BRE","MAF 2","WILSON","LOKICHOGGIO",1059,685,2.4,290.166,528
"6/6/2022","C208","5Y-BRE","MAF 2","JUBA","KURON",883,339,1.4,119.7348,308
"6/6/2022","C208","5Y-BRE","MAF 2","KURON","JUBA",1076,339,1.3,145.9056,286
"6/7/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",1126,120,0.6,54.048,132
"6/7/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1204,56,0.3,26.9696,66
"10/24/2022","C208","5Y-BRE","MAF 2","ARILO","JUBA",190,120,0.7,9.12,154
"10/25/2022","C208","5Y-BRE","MAF 2","JUBA","JUBA",647,199,0.8,51.5012,176
"10/25/2022","C208","5Y-BRE","MAF 2","JUBA","WILSON",737,982,3.9,289.4936,858
"11/18/2022","C208","5Y-BRE","MAF 2","WILSON","WILSON",1315,77,0.3,40.502,66
"11/27/2022","C208","5Y-BRE","MAF 2","WILSON","MOYALE",928,623,2.3,231.2576,506
"11/27/2022","C208","5Y-BRE","MAF 2","MOYALE","LOGLOGO",1252,209,0.8,104.6672,176
"11/27/2022","C208","5Y-BRE","MAF 2","LOGLOGO","WILSON",1220,409,1.5,199.592,330
"11/28/2022","C208","5Y-BRE","MAF 2","WILSON","ISIOLO",664,216,0.9,57.3696,198
"11/28/2022","C208","5Y-BRE","MAF 2","ISIOLO","MOYALE",792,387,1.6,122.6016,352
"11/28/2022","C208","5Y-BRE","MAF 2","MOYALE","MARSABIT",1011,174,0.7,70.3656,154
"11/28/2022","C208","5Y-BRE","MAF 2","MARSABIT","WILSON",1117,451,1.6,201.5068,352
"11/29/2022","C208","5Y-BRE","MAF 2","WILSON","JUBA",790,904,3.2,285.664,704
"11/30/2022","C208","5Y-BRE","MAF 2","JUBA","ARUA",951,217,0.8,82.5468,176
"11/30/2022","C208","5Y-BRE","MAF 2","ARUA","YEI",1079,122,0.5,52.6552,110
"11/30/2022","C208","5Y-BRE","MAF 2","YEI","KAJO KEJI",1159,107,0.4,49.6052,88
"11/30/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","JUBA",919,113,0.5,41.5388,110
"12/1/2022","C208","5Y-BRE","MAF 2","JUBA","IBBA",864,270,1,93.312,220
"12/1/2022","C208","5Y-BRE","MAF 2","IBBA","YAMBIO",830,85,0.4,28.22,88
"12/1/2022","C208","5Y-BRE","MAF 2","YAMBIO","JUBA",969,352,1.5,136.4352,330
"12/2/2022","C208","5Y-BRE","MAF 2","JUBA ","TORIT",999,120,0.6,47.952,132
"12/2/2022","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",1076,104,0.6,44.7616,132
"12/2/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",996,65,0.4,25.896,88
"12/2/2022","C208","5Y-BRE","MAF 2","KAPOETA","TORIT",1196,119,0.5,56.9296,110
"12/2/2022","C208","5Y-BRE","MAF 2","TORIT","JUBA",1273,120,0.5,61.104,110
"12/5/2022","C208","5Y-BRE","MAF 2","JUBA","LAFON",1201,98,0.5,47.0792,110
"12/5/2022","C208","5Y-BRE","MAF 2","LAFON","JUBA",769,98,0.4,30.1448,88
"12/6/2022","C208","5Y-BRE","MAF 2","JUBA","MUNDRI",882,148,0.7,52.2144,154
"12/6/2022","C208","5Y-BRE","MAF 2","MUNDRI","YAMBIO",925,230,0.9,85.1,198
"12/6/2022","C208","5Y-BRE","MAF 2","YAMBIO","JUBA",1000,352,1.5,140.8,330
"12/7/2022","C208","5Y-BRE","MAF 2","JUBA","YIROL",1173,222,0.9,104.1624,198
"12/7/2022","C208","5Y-BRE","MAF 2","YIROL","RUMBEK",1304,98,0.4,51.1168,88
"12/7/2022","C208","5Y-BRE","MAF 2","RUMBEK","TONJ",992,120,0.6,47.616,132
"12/7/2022","C208","5Y-BRE","MAF 2","TONJ","MVOLO",1071,196,1,83.9664,220
"12/7/2022","C208","5Y-BRE","MAF 2","MVOLO","JUBA",1189,224,1,106.5344,220
"12/8/2022","C208","5Y-BRE","MAF 2","JUBA","MARIDI",1044,239,0.9,99.8064,198
"12/8/2022","C208","5Y-BRE","MAF 2","MARIDI","JUBA",1184,239,1,113.1904,220
"12/8/2022","C208","5Y-BRE","MAF 2","JUBA","YAMBIO",906,352,1.3,127.5648,286
"12/8/2022","C208","5Y-BRE","MAF 2","YAMBIO","MUNDRI",995,230,1,91.54,220
"12/8/2022","C208","5Y-BRE","MAF 2","MUNDRI","JUBA",1191,148,0.6,70.5072,132
"12/9/2022","C208","5Y-BRE","MAF 2","JUBA","TORIT",1072,120,0.5,51.456,110
"12/9/2022","C208","5Y-BRE","MAF 2","TORIT","KAPOETA",1149,119,0.6,54.6924,132
"12/9/2022","C208","5Y-BRE","MAF 2","KAPOETA","JUBA",1225,220,0.9,107.8,198
"12/10/2022","C208","5Y-BRE","MAF 2","JUBA","KAJO KEJI",1210,113,0.5,54.692,110
"12/10/2022","C208","5Y-BRE","MAF 2","KAJO KEJI","JUBA",975,113,0.6,44.07,132
"12/12/2022","C208","5Y-BRE","MAF 2","JUBA","CHUKUDUM",1021,22,1,8.9848,220
"12/12/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","KAPOETA",1002,65,0.3,26.052,66
"12/12/2022","C208","5Y-BRE","MAF 2","KAPOETA","CHUKUDUM",1202,65,0.4,31.252,88
"12/12/2022","C208","5Y-BRE","MAF 2","CHUKUDUM","JUBA",1101,222,0.8,97.7688,176
"12/13/2022","C208","5Y-BRE","MAF 2","JUBA","RUBKONA",1086,532,2.1,231.1008,462
"12/13/2022","C208","5Y-BRE","MAF 2","RUBKONA","YIDA",1248,96,0.4,47.9232,88
"12/13/2022","C208","5Y-BRE","MAF 2","YIDA","RUBKONA",1315,96,0.4,50.496,88
"12/13/2022","C208","5Y-BRE","MAF 2","RUBKONA","JUBA",1086,532,2.1,231.1008,462
"12/14/2022","C208","5Y-BRE","MAF 2","JUBA","MVOLO",874,224,1,78.3104,220
"12/14/2022","C208","5Y-BRE","MAF 2","MVOLO","TONJ",1008,196,0.9,79.0272,198
"12/14/2022","C208","5Y-BRE","MAF 2","TONJ","YIROL",1126,219,1,98.6376,220
"12/14/2022","C208","5Y-BRE","MAF 2","YIROL","JUBA",1257,222,0.9,111.6216,198
"12/14/2022","C208","5Y-BRE","MAF 2","JUBA","MARIDI",1051,239,1,100.4756,220
"12/14/2022","C208","5Y-BRE","MAF 2","MARIDI","JUBA",1192,239,1,113.9552,220
"12/15/2022","C208","5Y-BRE","MAF 2","JUBA","IBBA",817,270,1.1,88.236,242
"12/15/2022","C208","5Y-BRE","MAF 2","IBBA","YAMBIO",782,85,0.4,26.588,88
"12/15/2022","C208","5Y-BRE","MAF 2","YAMBIO","TAMBURA",922,156,0.7,57.5328,154
"12/15/2022","C208","5Y-BRE","MAF 2","TAMBURA","JUBA",1039,463,1.8,192.4228,396
"12/16/2022","C208","5Y-BRE","MAF 2","JUBA","AYOD",946,363,1.5,137.3592,330
"12/16/2022","C208","5Y-BRE","MAF 2","AYOD","JUBA",1152,363,1.4,167.2704,308
"12/20/2022","C208","5Y-BRE","MAF 2","JUBA","YAMBIO",924,352,1.3,130.0992,286
"12/20/2022","C208","5Y-BRE","MAF 2","YAMBIO","MUNDRI",1013,230,1,93.196,220
"12/20/2022","C208","5Y-BRE","MAF 2","MUNDRI","JUBA",1208,148,0.6,71.5136,132
"12/21/2022","C208","5Y-BRE","MAF 2","JUBA","YIROL",886,222,1,78.6768,220
"12/21/2022","C208","5Y-BRE","MAF 2","YIROL","TONJ",1017,219,0.9,89.0892,198
"12/21/2022","C208","5Y-BRE","MAF 2","TONJ","MVOLO",1146,196,0.8,89.8464,176
"12/21/2022","C208","5Y-BRE","MAF 2","MVOLO","JUBA",1264,224,0.9,113.2544,198
"1/3/2023","C208","5Y-BRE","MAF 2","JUBA","MARIDI",906,239,0.9,86.6136,198
"1/3/2023","C208","5Y-BRE","MAF 2","MARIDI","IBBA",1046,33,0.2,13.8072,44
"1/3/2023","C208","5Y-BRE","MAF 2","IBBA","YAMBIO",889,85,0.4,30.226,88
"1/3/2023","C208","5Y-BRE","MAF 2","YAMBIO","MUNDRI",1028,230,1.1,94.576,242
"1/3/2023","C208","5Y-BRE","MAF 2","MUNDRI","JUBA",1223,148,0.7,72.4016,154
"1/4/2023","C208","5Y-BRE","MAF 2","JUBA","ARUA",1024,217,0.8,88.8832,176
"1/4/2023","C208","5Y-BRE","MAF 2","ARUA","JUBA",1153,217,1,100.0804,220
"1/9/2023","C208","5Y-BRE","MAF 2","JUBA","IBBA",1055,270,1,113.94,220
"1/9/2023","C208","5Y-BRE","MAF 2","IBBA","JUBA",1021,270,1.2,110.268,264
"1/23/2023","C208","5Y-BRE","MAF 2","JUBA","TORIT",1003,120,0.5,48.144,110
"1/23/2023","C208","5Y-BRE","MAF 2","TORIT","CHUKUDUM",1080,104,0.6,44.928,132
"1/23/2023","C208","5Y-BRE","MAF 2","CHUKUDUM","KIMATONG",1000,61,0.3,24.4,66
"1/23/2023","C208","5Y-BRE","MAF 2","KIMATONG","JUBA",836,183,0.7,61.1952,154
"1/24/2023","C208","5Y-BRE","MAF 2","JUBA","YAMBIO",831,352,1.3,117.0048,286
"1/24/2023","C208","5Y-BRE","MAF 2","YAMBIO","MARIDI",920,119,0.6,43.792,132
"1/24/2023","C208","5Y-BRE","MAF 2","MARIDI","MVOLO",1107,1414,0.6,626.1192,132
